2019-10-10 08:51:54,614 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:68)- Caching aspect applied for cache modelProperties with key com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 08:51:54,639 | INFO | main | springfox.documentation.schema.ModelContextKeyGenerator | (ModelContextKeyGenerator.java:46)- Cache Key Generated: com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 08:51:54,639 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:79)- Caching aspect applied for cache modelDependencies with key com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 08:51:54,642 | INFO | main | springfox.documentation.schema.property.ModelPropertiesKeyGenerator | (ModelPropertiesKeyGenerator.java:48)- Cache key generated: com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 08:51:54,642 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:68)- Caching aspect applied for cache modelProperties with key com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 08:51:54,643 | INFO | main | springfox.documentation.schema.ModelContextKeyGenerator | (ModelContextKeyGenerator.java:46)- Cache Key Generated: java.lang.Object(false)
2019-10-10 08:51:54,644 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:79)- Caching aspect applied for cache models with key java.lang.Object(false)
2019-10-10 08:51:54,644 | INFO | main | springfox.documentation.schema.ModelContextKeyGenerator | (ModelContextKeyGenerator.java:46)- Cache Key Generated: java.lang.Object(false)
2019-10-10 08:51:54,644 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:79)- Caching aspect applied for cache modelDependencies with key java.lang.Object(false)
2019-10-10 08:51:54,645 | INFO | main | springfox.documentation.spring.web.OperationsKeyGenerator | (OperationsKeyGenerator.java:51)- Cache key generated: /moerService/access.com.car.admin.swagger.AccessController.access.DefaultGenericTypeNamingStrategy
2019-10-10 08:51:54,645 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:68)- Caching aspect applied for cache operations with key /moerService/access.com.car.admin.swagger.AccessController.access.DefaultGenericTypeNamingStrategy
2019-10-10 08:51:54,656 | INFO | main | springfox.documentation.swagger.web.ClassOrApiAnnotationResourceGrouping | (ClassOrApiAnnotationResourceGrouping.java:100)- Group for method access was access-controller
2019-10-10 08:51:54,666 | INFO | main | springfox.documentation.swagger.web.ClassOrApiAnnotationResourceGrouping | (ClassOrApiAnnotationResourceGrouping.java:100)- Group for method access was access-controller
2019-10-10 08:51:54,672 | INFO | main | springfox.documentation.schema.ModelContextKeyGenerator | (ModelContextKeyGenerator.java:46)- Cache Key Generated: java.lang.String(true)
2019-10-10 08:51:54,673 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:79)- Caching aspect applied for cache models with key java.lang.String(true)
2019-10-10 08:51:54,673 | INFO | main | springfox.documentation.schema.ModelContextKeyGenerator | (ModelContextKeyGenerator.java:46)- Cache Key Generated: java.lang.String(true)
2019-10-10 08:51:54,673 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:79)- Caching aspect applied for cache modelDependencies with key java.lang.String(true)
2019-10-10 08:51:54,674 | INFO | main | springfox.documentation.spring.web.OperationsKeyGenerator | (OperationsKeyGenerator.java:51)- Cache key generated: /moerService/test.com.car.admin.swagger.AccessController.test.DefaultGenericTypeNamingStrategy
2019-10-10 08:51:54,674 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:68)- Caching aspect applied for cache operations with key /moerService/test.com.car.admin.swagger.AccessController.test.DefaultGenericTypeNamingStrategy
2019-10-10 08:51:54,677 | INFO | main | springfox.documentation.swagger.web.ClassOrApiAnnotationResourceGrouping | (ClassOrApiAnnotationResourceGrouping.java:100)- Group for method test was access-controller
2019-10-10 08:51:54,678 | INFO | main | springfox.documentation.swagger.web.ClassOrApiAnnotationResourceGrouping | (ClassOrApiAnnotationResourceGrouping.java:100)- Group for method test was access-controller
2019-10-10 08:51:54,690 | INFO | main | com.car.admin.DemoRestfulApplicationTests | (StartupInfoLogger.java:59)- Started DemoRestfulApplicationTests in 5.104 seconds (JVM running for 5.841)
2019-10-10 08:51:54,994 | INFO | main | org.springframework.boot.test.context.SpringBootTestContextBootstrapper | (AbstractTestContextBootstrapper.java:308)- Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.car.admin.test18.httpClientTest], using SpringBootContextLoader
2019-10-10 08:51:54,995 | INFO | main | org.springframework.test.context.support.AbstractContextLoader | (AbstractContextLoader.java:264)- Could not detect default resource locations for test class [com.car.admin.test18.httpClientTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2019-10-10 08:51:54,996 | INFO | main | org.springframework.test.context.support.AnnotationConfigContextLoaderUtils | (AnnotationConfigContextLoaderUtils.java:83)- Could not detect default configuration classes for test class [com.car.admin.test18.httpClientTest]: httpClientTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2019-10-10 08:51:55,015 | INFO | main | org.springframework.boot.test.context.SpringBootTestContextBootstrapper | (SpringBootTestContextBootstrapper.java:247)- Found @SpringBootConfiguration com.car.admin.DemoRestfulApplication for test class com.car.admin.test18.httpClientTest
2019-10-10 08:51:55,016 | INFO | main | org.springframework.boot.test.context.SpringBootTestContextBootstrapper | (AbstractTestContextBootstrapper.java:248)- Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2019-10-10 08:51:55,017 | INFO | main | org.springframework.boot.test.context.SpringBootTestContextBootstrapper | (AbstractTestContextBootstrapper.java:177)- Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@5534e6f1, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@4c6fc3e7, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@aa8dce8, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@6ad112de, org.springframework.test.context.support.DirtiesContextTestExecutionListener@18a0721b, org.springframework.test.context.transaction.TransactionalTestExecutionListener@2ae2fa13, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@66e12c3b, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@44485db, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@1f6f0fe2, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@22604c7e, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@4d8f2cfd, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@6d4502ca]
2019-10-10 08:51:56,236 | INFO | Thread-2 | org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler | (ExecutorConfigurationSupport.java:208)- Shutting down ExecutorService 'taskScheduler'
2019-10-10 08:51:56,240 | INFO | Thread-2 | com.zaxxer.hikari.HikariDataSource | (HikariDataSource.java:350)- HikariPool-1 - Shutdown initiated...
2019-10-10 08:51:56,242 | INFO | Thread-2 | com.zaxxer.hikari.HikariDataSource | (HikariDataSource.java:352)- HikariPool-1 - Shutdown completed.
2019-10-10 09:35:27,612 | INFO | main | com.car.admin.DemoRestfulApplicationTests | (StartupInfoLogger.java:50)- Starting DemoRestfulApplicationTests on DESKTOP-B06P70C with PID 17176 (started by pc2 in E:\fh\restful)
2019-10-10 09:35:27,613 | INFO | main | com.car.admin.DemoRestfulApplicationTests | (SpringApplication.java:675)- No active profile set, falling back to default profiles: default
2019-10-10 09:35:28,396 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\IMapperLogin.class]
2019-10-10 09:35:28,396 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\IMapperUser.class]
2019-10-10 09:35:28,396 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\IStudySQLMapper.class]
2019-10-10 09:35:28,397 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\ITheImportDataMapper.class]
2019-10-10 09:35:28,397 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\JyNoticeBeanMapper.class]
2019-10-10 09:35:28,397 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\StudentMapperPlus.class]
2019-10-10 09:35:28,397 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\UserMapper.class]
2019-10-10 09:35:28,398 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Creating MapperFactoryBean with name 'IMapperLogin' and 'com.car.admin.mapper.IMapperLogin' mapperInterface
2019-10-10 09:35:28,399 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Enabling autowire by type for MapperFactoryBean with name 'IMapperLogin'.
2019-10-10 09:35:28,399 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Creating MapperFactoryBean with name 'IMapperUser' and 'com.car.admin.mapper.IMapperUser' mapperInterface
2019-10-10 09:35:28,399 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Enabling autowire by type for MapperFactoryBean with name 'IMapperUser'.
2019-10-10 09:35:28,400 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Creating MapperFactoryBean with name 'IStudySQLMapper' and 'com.car.admin.mapper.IStudySQLMapper' mapperInterface
2019-10-10 09:35:28,400 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Enabling autowire by type for MapperFactoryBean with name 'IStudySQLMapper'.
2019-10-10 09:35:28,400 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Creating MapperFactoryBean with name 'ITheImportDataMapper' and 'com.car.admin.mapper.ITheImportDataMapper' mapperInterface
2019-10-10 09:35:28,400 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Enabling autowire by type for MapperFactoryBean with name 'ITheImportDataMapper'.
2019-10-10 09:35:28,400 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Creating MapperFactoryBean with name 'jyNoticeBeanMapper' and 'com.car.admin.mapper.JyNoticeBeanMapper' mapperInterface
2019-10-10 09:35:28,401 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Enabling autowire by type for MapperFactoryBean with name 'jyNoticeBeanMapper'.
2019-10-10 09:35:28,401 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Creating MapperFactoryBean with name 'studentMapperPlus' and 'com.car.admin.mapper.StudentMapperPlus' mapperInterface
2019-10-10 09:35:28,401 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Enabling autowire by type for MapperFactoryBean with name 'studentMapperPlus'.
2019-10-10 09:35:28,401 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Creating MapperFactoryBean with name 'userMapper' and 'com.car.admin.mapper.UserMapper' mapperInterface
2019-10-10 09:35:28,401 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Enabling autowire by type for MapperFactoryBean with name 'userMapper'.
2019-10-10 09:35:28,527 | INFO | main | org.springframework.data.repository.config.RepositoryConfigurationDelegate | (RepositoryConfigurationDelegate.java:244)- Multiple Spring Data modules found, entering strict repository configuration mode!
2019-10-10 09:35:28,529 | INFO | main | org.springframework.data.repository.config.RepositoryConfigurationDelegate | (RepositoryConfigurationDelegate.java:126)- Bootstrapping Spring Data repositories in DEFAULT mode.
2019-10-10 09:35:28,580 | INFO | main | org.springframework.data.repository.config.RepositoryConfigurationDelegate | (RepositoryConfigurationDelegate.java:182)- Finished Spring Data repository scanning in 35ms. Found 0 repository interfaces.
2019-10-10 09:35:29,083 | INFO | main | org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker | (PostProcessorRegistrationDelegate.java:330)- Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$16ccb6aa] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-10 09:35:29,222 | INFO | main | org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker | (PostProcessorRegistrationDelegate.java:330)- Bean 'org.springframework.hateoas.config.HateoasConfiguration' of type [org.springframework.hateoas.config.HateoasConfiguration$$EnhancerBySpringCGLIB$$964d03dc] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-10 09:35:29,714 | INFO | main | com.zaxxer.hikari.HikariDataSource | (HikariDataSource.java:110)- HikariPool-1 - Starting...
2019-10-10 09:35:29,916 | INFO | main | com.zaxxer.hikari.HikariDataSource | (HikariDataSource.java:123)- HikariPool-1 - Start completed.
2019-10-10 09:35:29,926 | DEBUG | main | org.mybatis.spring.SqlSessionFactoryBean | (MybatisSqlSessionFactoryBean.java:645)- Property 'mapperLocations' was not specified or no matching resources found
2019-10-10 09:35:31,048 | INFO | main | org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler | (ExecutorConfigurationSupport.java:171)- Initializing ExecutorService 'taskScheduler'
2019-10-10 09:35:32,408 | INFO | main | springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper | (DocumentationPluginsBootstrapper.java:80)- Context refreshed
2019-10-10 09:35:32,424 | INFO | main | springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper | (DocumentationPluginsBootstrapper.java:83)- Found {0} custom documentation plugin(s)
2019-10-10 09:35:32,430 | INFO | main | springfox.documentation.spring.web.scanners.ApiListingReferenceScanner | (ApiListingReferenceScanner.java:53)- Scanning for api listing references
2019-10-10 09:35:32,432 | INFO | main | springfox.documentation.swagger.web.ClassOrApiAnnotationResourceGrouping | (ClassOrApiAnnotationResourceGrouping.java:100)- Group for method access was access-controller
2019-10-10 09:35:32,434 | INFO | main | springfox.documentation.spring.web.scanners.ApiListingReferenceScanner | (ApiListingReferenceScanner.java:72)- Request mapping: access belongs to groups: [[ResourceGroup{groupName='access-controller', position=0, controller=com.car.admin.swagger.AccessController}]] 
2019-10-10 09:35:32,435 | INFO | main | springfox.documentation.swagger.web.ClassOrApiAnnotationResourceGrouping | (ClassOrApiAnnotationResourceGrouping.java:100)- Group for method test was access-controller
2019-10-10 09:35:32,435 | INFO | main | springfox.documentation.spring.web.scanners.ApiListingReferenceScanner | (ApiListingReferenceScanner.java:72)- Request mapping: test belongs to groups: [[ResourceGroup{groupName='access-controller', position=0, controller=com.car.admin.swagger.AccessController}]] 
2019-10-10 09:35:32,443 | INFO | main | springfox.documentation.spring.web.scanners.ApiListingReferenceScanner | (ApiListingReferenceScanner.java:84)- Created resource listing Path: /default/access-controller Description: access-controller Position: 0
2019-10-10 09:35:32,461 | INFO | main | springfox.documentation.schema.ModelContextKeyGenerator | (ModelContextKeyGenerator.java:46)- Cache Key Generated: com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 09:35:32,461 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:79)- Caching aspect applied for cache models with key com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 09:35:32,466 | INFO | main | springfox.documentation.schema.property.ModelPropertiesKeyGenerator | (ModelPropertiesKeyGenerator.java:48)- Cache key generated: com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 09:35:32,466 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:68)- Caching aspect applied for cache modelProperties with key com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 09:35:32,492 | INFO | main | springfox.documentation.schema.ModelContextKeyGenerator | (ModelContextKeyGenerator.java:46)- Cache Key Generated: com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 09:35:32,492 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:79)- Caching aspect applied for cache modelDependencies with key com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 09:35:32,495 | INFO | main | springfox.documentation.schema.property.ModelPropertiesKeyGenerator | (ModelPropertiesKeyGenerator.java:48)- Cache key generated: com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 09:35:32,496 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:68)- Caching aspect applied for cache modelProperties with key com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 09:35:32,497 | INFO | main | springfox.documentation.schema.ModelContextKeyGenerator | (ModelContextKeyGenerator.java:46)- Cache Key Generated: java.lang.Object(false)
2019-10-10 09:35:32,497 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:79)- Caching aspect applied for cache models with key java.lang.Object(false)
2019-10-10 09:35:32,497 | INFO | main | springfox.documentation.schema.ModelContextKeyGenerator | (ModelContextKeyGenerator.java:46)- Cache Key Generated: java.lang.Object(false)
2019-10-10 09:35:32,498 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:79)- Caching aspect applied for cache modelDependencies with key java.lang.Object(false)
2019-10-10 09:35:32,499 | INFO | main | springfox.documentation.spring.web.OperationsKeyGenerator | (OperationsKeyGenerator.java:51)- Cache key generated: /moerService/access.com.car.admin.swagger.AccessController.access.DefaultGenericTypeNamingStrategy
2019-10-10 09:35:32,499 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:68)- Caching aspect applied for cache operations with key /moerService/access.com.car.admin.swagger.AccessController.access.DefaultGenericTypeNamingStrategy
2019-10-10 09:35:32,510 | INFO | main | springfox.documentation.swagger.web.ClassOrApiAnnotationResourceGrouping | (ClassOrApiAnnotationResourceGrouping.java:100)- Group for method access was access-controller
2019-10-10 09:35:32,521 | INFO | main | springfox.documentation.swagger.web.ClassOrApiAnnotationResourceGrouping | (ClassOrApiAnnotationResourceGrouping.java:100)- Group for method access was access-controller
2019-10-10 09:35:32,528 | INFO | main | springfox.documentation.schema.ModelContextKeyGenerator | (ModelContextKeyGenerator.java:46)- Cache Key Generated: java.lang.String(true)
2019-10-10 09:35:32,528 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:79)- Caching aspect applied for cache models with key java.lang.String(true)
2019-10-10 09:35:32,528 | INFO | main | springfox.documentation.schema.ModelContextKeyGenerator | (ModelContextKeyGenerator.java:46)- Cache Key Generated: java.lang.String(true)
2019-10-10 09:35:32,528 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:79)- Caching aspect applied for cache modelDependencies with key java.lang.String(true)
2019-10-10 09:35:32,529 | INFO | main | springfox.documentation.spring.web.OperationsKeyGenerator | (OperationsKeyGenerator.java:51)- Cache key generated: /moerService/test.com.car.admin.swagger.AccessController.test.DefaultGenericTypeNamingStrategy
2019-10-10 09:35:32,529 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:68)- Caching aspect applied for cache operations with key /moerService/test.com.car.admin.swagger.AccessController.test.DefaultGenericTypeNamingStrategy
2019-10-10 09:35:32,533 | INFO | main | springfox.documentation.swagger.web.ClassOrApiAnnotationResourceGrouping | (ClassOrApiAnnotationResourceGrouping.java:100)- Group for method test was access-controller
2019-10-10 09:35:32,534 | INFO | main | springfox.documentation.swagger.web.ClassOrApiAnnotationResourceGrouping | (ClassOrApiAnnotationResourceGrouping.java:100)- Group for method test was access-controller
2019-10-10 09:35:32,549 | INFO | main | com.car.admin.DemoRestfulApplicationTests | (StartupInfoLogger.java:59)- Started DemoRestfulApplicationTests in 5.248 seconds (JVM running for 5.962)
2019-10-10 09:35:32,887 | INFO | main | org.springframework.boot.test.context.SpringBootTestContextBootstrapper | (AbstractTestContextBootstrapper.java:308)- Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.car.admin.test18.httpClientTest], using SpringBootContextLoader
2019-10-10 09:35:32,888 | INFO | main | org.springframework.test.context.support.AbstractContextLoader | (AbstractContextLoader.java:264)- Could not detect default resource locations for test class [com.car.admin.test18.httpClientTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2019-10-10 09:35:32,888 | INFO | main | org.springframework.test.context.support.AnnotationConfigContextLoaderUtils | (AnnotationConfigContextLoaderUtils.java:83)- Could not detect default configuration classes for test class [com.car.admin.test18.httpClientTest]: httpClientTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2019-10-10 09:35:32,898 | INFO | main | org.springframework.boot.test.context.SpringBootTestContextBootstrapper | (SpringBootTestContextBootstrapper.java:247)- Found @SpringBootConfiguration com.car.admin.DemoRestfulApplication for test class com.car.admin.test18.httpClientTest
2019-10-10 09:35:32,899 | INFO | main | org.springframework.boot.test.context.SpringBootTestContextBootstrapper | (AbstractTestContextBootstrapper.java:248)- Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2019-10-10 09:35:32,900 | INFO | main | org.springframework.boot.test.context.SpringBootTestContextBootstrapper | (AbstractTestContextBootstrapper.java:177)- Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@f793f15, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@3ec7eb5, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@5534e6f1, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@4c6fc3e7, org.springframework.test.context.support.DirtiesContextTestExecutionListener@aa8dce8, org.springframework.test.context.transaction.TransactionalTestExecutionListener@6ad112de, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@18a0721b, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@2ae2fa13, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@66e12c3b, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@44485db, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@1f6f0fe2, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@22604c7e]
2019-10-10 09:35:33,565 | INFO | Thread-2 | org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler | (ExecutorConfigurationSupport.java:208)- Shutting down ExecutorService 'taskScheduler'
2019-10-10 09:35:33,568 | INFO | Thread-2 | com.zaxxer.hikari.HikariDataSource | (HikariDataSource.java:350)- HikariPool-1 - Shutdown initiated...
2019-10-10 09:35:33,571 | INFO | Thread-2 | com.zaxxer.hikari.HikariDataSource | (HikariDataSource.java:352)- HikariPool-1 - Shutdown completed.
2019-10-10 11:58:34,017 | INFO | main | com.car.admin.test21.InterfaceSafety | (StartupInfoLogger.java:50)- Starting InterfaceSafety on DESKTOP-B06P70C with PID 16156 (started by pc2 in E:\fh\restful)
2019-10-10 11:58:34,019 | INFO | main | com.car.admin.test21.InterfaceSafety | (SpringApplication.java:675)- No active profile set, falling back to default profiles: default
2019-10-10 11:58:35,118 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\IMapperLogin.class]
2019-10-10 11:58:35,119 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\IMapperUser.class]
2019-10-10 11:58:35,119 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\IStudySQLMapper.class]
2019-10-10 11:58:35,119 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\ITheImportDataMapper.class]
2019-10-10 11:58:35,119 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\JyNoticeBeanMapper.class]
2019-10-10 11:58:35,119 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\StudentMapperPlus.class]
2019-10-10 11:58:35,120 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\UserMapper.class]
2019-10-10 11:58:35,120 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Creating MapperFactoryBean with name 'IMapperLogin' and 'com.car.admin.mapper.IMapperLogin' mapperInterface
2019-10-10 11:58:35,121 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Enabling autowire by type for MapperFactoryBean with name 'IMapperLogin'.
2019-10-10 11:58:35,121 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Creating MapperFactoryBean with name 'IMapperUser' and 'com.car.admin.mapper.IMapperUser' mapperInterface
